Demographics Split,US Ranking,University Name,School Name,Program Name,Program Category,Certificate,City,State,Length in Days (put average number of days if different lengths are listed),Modality,Location,Total Cost (if cost per credit is not listed. Put the latest cost),Total Online Format Cost (if cost per credit is not listed and online vs in person cost is different),Target Demographics (keep consistencies as much as possible),Unique Value
,12,Cornell University,SC Johnson,BIG DATA FOR POLICYCertificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3600,"ASPIRING DATA SCIENTISTS , ANALYSTS, SOCIAL SCIENCE RESEARCHERS, GOVERNMENT PROGRAM MANAGERS, PROGRAM EVALUATORS, CITY , REGIONAL PLANNERS",279
,12,Cornell University,SC Johnson,EMPLOYMENT LAW FOR LEADERSCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,50,Online,Online,,3900,"BUSINESS, COMPLIANCE, , RISK MANAGEMENT PROFESSIONALS, CONTRACT ADMINISTRATORS",290
,12,Cornell University,SC Johnson,DIGITAL PHOTOGRAPHY,Marketing,Yes,Ithaca,NY,80,Online,Online,,1599,"CURRENT , ASPIRING PROFESSIONAL PHOTOGRAPHERS. ARTISTS, MARKETERS INVOLVED IN SOCIAL MEDIA, CREATIVE, OR BR,",253
,12,Cornell University,SC Johnson,PYTHON PROGRAMMING Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,90,Online,Online,,3750,"CURRENT , ASPIRING PROGRAMMERS, SOFTWARE DEVELOPERS , ENGINEERS, CURRENT , ASPIRING WEB DEVELOPERS, SCIENTISTS INTERESTED IN LEARNING PROGRAMMING",266
,12,Cornell University,SC Johnson,PYTHON PROGRAMMING Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,90,Online,Online,,3750,"CURRENT , ASPIRING PROGRAMMERS, SOFTWARE DEVELOPERS , ENGINEERS, CURRENT , ASPIRING WEB DEVELOPERS, SCIENTISTS INTERESTED IN LEARNING PROGRAMMING",266
,12,Cornell University,SC Johnson,DATA SCIENCE ESSENTIALS Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,40,Online,Online,,3600,"CURRENT , ASPIRING DATA SCIENTISTS , ANALYSTS, BUSINESS DECISION MAKERS,CONSULTANTS, EXECUTIVES",256
,12,Cornell University,SC Johnson,Data Science certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3600,"CURRENT , ASPIRING DATA SCIENTISTS, ANALYSTS, ENGINEERS, RESEARCHERS, TECHNICAL MANAGERS",255
,12,Cornell University,SC Johnson,DATA SCIENCE MODELING Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,40,Online,Online,,3600,"CURRENT , ASPIRING DATA SCIENTISTS , ANALYSTS, BUSINESS DECISION MAKERS,CONSULTANTS, EXECUTIVES",257
,12,Cornell University,SC Johnson,DIGITAL PHOTOGRAPHY,Marketing,Yes,Ithaca,NY,80,Online,Online,,1599,"CURRENT , ASPIRING PROFESSIONAL PHOTOGRAPHERS. ARTISTS, MARKETERS INVOLVED IN SOCIAL MEDIA, CREATIVE, OR BR,",253
,14,Dartmouth College,Tuck,Custom Programs,Custom,,Hanover,NH,,custom,custom,,,CUSTOM,330
,15,Emory University,Goizueta,Goizueta Executive Women's Leadership Program,"LEADERSHIP, Innovation",Yes,Atlanta,GA,9,Hybrid,Campus,7200,,"WOMEN AT THE MID-TO-SENIOR LEVEL , ABOVE, WITH 7+ YEARS OF EXPERIENCE (10+ PREFERRED), WITH THE POTENTIAL , DESIRE TO EXP, THEIR REPUTATION AS A STRATEGIC LEADER, ELEVATE THE LEADERSHIP OF THEIR TEAMS, , BUILD INFLUENCE , IMPACT ACROSS THEIR ORGANIZATION , INDUSTRY.",340
,14,Dartmouth College,Tuck,Advanced Management Program,Management,No,Hanover,NH,12,In person,Tuck School of Business,29000,,"SENIOR EXECUTIVES IN ROLES THAT HAVE STRATEGIC IMPLICATIONS , WHO SEEK TO FOSTER AN ENTERPRISE-WIDE MINDSET, ACHIEVE GROWTH, , DEVELOP A VISIONARY APPROACH TO LEADERSHIP",325
,15,Emory University,Goizueta,Goizueta Executive Women's Leadership Program,"LEADERSHIP, Innovation",Yes,Atlanta,GA,9,Hybrid,Campus,7200,,"WOMEN AT THE MID-TO-SENIOR LEVEL , ABOVE, WITH 7+ YEARS OF EXPERIENCE (10+ PREFERRED), WITH THE POTENTIAL , DESIRE TO EXP, THEIR REPUTATION AS A STRATEGIC LEADER, ELEVATE THE LEADERSHIP OF THEIR TEAMS, , BUILD INFLUENCE , IMPACT ACROSS THEIR ORGANIZATION , INDUSTRY.",340
,7,University of Michigan--Ann Arbor,Ross,Chief Technology Officer Program,Focused Programs Courses,,Ann Arbor,MI,160,Hybrid,"Ann Arbor,MI",28001,,"CXOS, DIRECTORS, PRESIDENTS, VPS, ETC.",178
,7,University of Michigan--Ann Arbor,Ross,Chief Operating Officer Program,Focused Programs Courses,,Ann Arbor,MI,160,Hybrid,"Ann Arbor,MI",28000,,"CXOS, DIRECTORS, PRESIDENTS, VPS, ETC.",177
,9,UC Berkeley,Hass,THE BERKELEY EXECUTIVE PROGRAM IN MANAGEMENT,"Leadership and Communication, Strategy and management",Yes,Berkeley,CA,365,Hybrid,"India and Berkeley,CA",33000,,"CXO’S, DIRECTORS, PRESIDENTS, VP’S, ETC",199
,4,Columbia University,Columbia Business School,B2B Marketing Strategy,Marketing / Analytics,Yes,New York,NY,,Online,Online,,2600,"PRODUCT MANAGERS, MARKETING LEADS, ACCOUNT MANAGERS, MANAGERS FROM A TECHNICAL OR MANUFACTURING BACKGROUND, EXPERIENCED , NEWLY PROMOTED PRODUCT , BUSINESS UNIT MANAGERS",139
,7,University of Michigan--Ann Arbor,Ross,Mastering Workplace Relationships: Strategies for Professional Impact,Interpersonal Dynamics,,Ann Arbor,MI,20,Online,Online,,2000,"LEADERS AT ALL LEVELS , FUNCTIONS, EMPLOYEES IN CUSTOMER-FACING, BOUNDARY-SPANNING, , CROSS-FUNCTIONAL ROLES",179
,12,Cornell University,SC Johnson,SERVANT LEADERSHIPCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,60,Online,Online,,3750,"INFORMAL OR FORMAL LEADERS, RELIGIOUS , FAITH-BASED LEADERS, HUMANITARIAN, NON-PROFIT, , NGO LEADERS",288
,15,Emory University,Goizueta,Goizueta Executive Women's Leadership Program,"LEADERSHIP, Innovation",Yes,Atlanta,GA,9,Hybrid,Campus,7200,,"WOMEN AT THE MID-TO-SENIOR LEVEL , ABOVE, WITH 7+ YEARS OF EXPERIENCE (10+ PREFERRED), WITH THE POTENTIAL , DESIRE TO EXP, THEIR REPUTATION AS A STRATEGIC LEADER, ELEVATE THE LEADERSHIP OF THEIR TEAMS, , BUILD INFLUENCE , IMPACT ACROSS THEIR ORGANIZATION , INDUSTRY.",340
,12,Cornell University,SC Johnson,MANAGEMENT ACCOUNTING FOR LEADERSCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,60,Online,Online,,3750,"MANAGERS , LEADERS, INDIVIDUALS INFLUENCING THE DESIGN OF ACCOUNTABILITY SYSTEMS",287
,13,Arizona State University,W.P. Carey,Strategic decision framing in volatile times,Strategy and management,No,Tempe,AZ,2,In person,"McCord Hall, Tempe campus",3400,,"TEAMS FACING UNSTRUCTURED OR HIGH LEVEL OF UNCERTAINTY, INDIVIDUALS LOOKING TO CHANGE THEIR THINKING , APPROACH TO DECISION-MAKING",297
,15,Emory University,Goizueta,Goizueta Executive Women's Leadership Program,"LEADERSHIP, Innovation",Yes,Atlanta,GA,9,Hybrid,Campus,7200,,"WOMEN AT THE MID-TO-SENIOR LEVEL , ABOVE, WITH 7+ YEARS OF EXPERIENCE (10+ PREFERRED), WITH THE POTENTIAL , DESIRE TO EXP, THEIR REPUTATION AS A STRATEGIC LEADER, ELEVATE THE LEADERSHIP OF THEIR TEAMS, , BUILD INFLUENCE , IMPACT ACROSS THEIR ORGANIZATION , INDUSTRY.",340
,15,Emory University,Goizueta,Executive Decision Making,LEADERSHIP,Yes,Atlanta,GA,2,In person,Campus,2495,,"PROFESSIONALS WISHING TO STRENGTHEN THEIR UNDERST,ING OF , ABILITIES IN DRIVING STRATEGIC DECISIONS, DECISION MAKERS",346
,2,Northwestern University,Kellogg School of Management,Creating and Managing Strategic Alliances,Strategy,,Evanston,IL,5,Online,na,,5850,"MID- , UPPER-LEVEL MANAGERS",57
,2,Northwestern University,Kellogg School of Management,Energizing People for Performance,Leadership / Governance,,Evanston,IL,4,In person,"Evanston, IL",9000,,"MIDDLE-, UPPER- , SENIOR-LEVEL EXECUTIVES",30
,3,University of Chicago (Booth),Booth School of Business,Strategic Digital Transformation – Hong Kong,Strategy / Innovation / Technology / Analytics,Yes,Chicago,IL,2,In person,Hong Kong,3200,,"MIDDLE-, UPPER- , SENIOR-LEVEL MANAGERS",87
,3,University of Chicago (Booth),Booth School of Business,Negotiations: Strategies and Processes for Impactful Outcomes,Leadership / Governance,Yes,Chicago,IL,2,In person,"Chicago, Hong Kong",3200,,"MIDDLE, UPPER MIDDLE, , SENIOR LEVEL MANAGERS",78
,13,Arizona State University,W.P. Carey,W. P. Carey MACC/Tax Bootcamp,Finance,Yes,Tempe,AZ,200,Online,Online,,1500,NA,309
,10,UC Los Angeles,Anderson,Strategic HR Program,"Leadership, Management",No,Los Angeles,CA,3,Online,Online,,,NA,188
,13,Arizona State University,W.P. Carey,W. P. Carey Certificate in Foundations of Supply Chain Management,Supply chain,Yes,Tempe,AZ,80,Online,Online,,1500,NA,306
,9,UC Berkeley,Hass,Executive Coachicing Institute programs,Leadership and Communication,Yes,Berkeley,CA,10,In person / Online,"Berkeley,Bangkok,online, Dublin, Tokyo",21500,12500,NA,204
,13,Arizona State University,W.P. Carey,Blueprinting Service Experiences,Business,No,Tempe,AZ,1,Online,Online,,299,NA,316
,15,Emory University,Goizueta,EXECUTIVE COMMUNICATION &LEADERSHIP PRESENCE,Communication,Yes,Atlanta,GA,2,In person,Goizueta,2495,,NA,333
,13,Arizona State University,W.P. Carey,ARA Management Academy,Agriculture,No,Tempe,AZ,3,In person,"ASU, Tempe",2895,,NA,298
,13,Arizona State University,W.P. Carey,Designing Anti-Fragile Microelectronics Supply Chains,Supply chain,Yes,Tempe,AZ,1,Online,Online,,399,NA,310
,13,Arizona State University,W.P. Carey,W. P. Carey Certificate in Business Analytics (BA),DATA SCIENCE & ANALYTICS,Yes,Tempe,AZ,300,Online,Online,,1950,NA,307
,13,Arizona State University,W.P. Carey,W. P. Carey Certificate in Small Business Management,Business,Yes,Tempe,AZ,2,Online,Online,,900,NA,313
,2,Northwestern University,Kellogg School of Management,Operations Management Bundle,"Operation, Technology",,Evanston,IL,,,na,,,NA,53
,13,Arizona State University,W.P. Carey,W. P. Carey Certificate in Service Experience Management,Service,Yes,Tempe,AZ,2,Online,Online,,1075,NA,312
,13,Arizona State University,W.P. Carey,Advanced Python Packages for Business Analytics,DATA SCIENCE & ANALYTICS,No,Tempe,AZ,80,Online,Online,,49,NA,314
,13,Arizona State University,W.P. Carey,Principles of ESG and Sustainability for Business,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Tempe,AZ,2,Online,Online,,299,NA,311
,13,Arizona State University,W.P. Carey,Service Process & Innovation Sprint Live Online Program,Entrepreneurship and Innovation,Yes,Tempe,AZ,,Online,Online,,1750,NA,305
,9,UC Berkeley,Hass,Artificial Intelligence: Business Strategies and Applications,AI,Yes,Berkeley,CA,40,Online,Online,,2688,NA,212
,13,Arizona State University,W.P. Carey,Voice of the Customer,Business,Yes,Tempe,AZ,1,Online,Online,,299,NA,323
,13,Arizona State University,W.P. Carey,Delivering Service Excellence,Supply chain,No,Tempe,AZ,1,Online,Online,,299,NA,317
,13,Arizona State University,W.P. Carey,W. P. Carey Certificate in Artificial Intelligence in Business (AIB),DATA SCIENCE & ANALYTICS,Yes,Tempe,AZ,300,Online,Online,,1950,NA,308
,14,Dartmouth College,Tuck,Power the Future: AI and Data for Strategic Advantage,DATA SCIENCE & ANALYTICS,No,Hanover,NH,4,Online,Online,,1500,NA,332
,13,Arizona State University,W.P. Carey,Basic Python Programming for Business Analytics,DATA SCIENCE & ANALYTICS,No,Tempe,AZ,80,Online,Online,,49,NA,315
,12,Cornell University,SC Johnson,BUSINESS STATISTICS Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3900,"NEW, EMERGING, , EXPERIENCED LEADERS, CONSULTANTS, ANALYSTS , RESEARCHERS, ENTREPRENEURS",270
,4,Columbia University,Columbia Business School,B2B Marketing Strategy,Marketing / Analytics,Yes,New York,NY,,Online,Online,,2600,"PRODUCT MANAGERS, MARKETING LEADS, ACCOUNT MANAGERS, MANAGERS FROM A TECHNICAL OR MANUFACTURING BACKGROUND, EXPERIENCED , NEWLY PROMOTED PRODUCT , BUSINESS UNIT MANAGERS",139
,12,Cornell University,SC Johnson,BIG DATA FOR BIG POLICY PROBLEMSCertificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,160,Online,Online,,3699,"RISING HIGH SCHOOL SENIORS, HIGH SCHOOL STUDENTS INTERESTED IN DATA SCIENCE OR SOCIAL CHANGE, STUDENTS AGED 16 , OLDER",278
,2,Northwestern University,Kellogg School of Management,Governing Family Enterprises,Leadership / Governance,,Evanston,IL,,,,,,,19
,7,University of Michigan--Ann Arbor,Ross,UNICON Directors' Conference 2024: Winning in a New Era: Futurists' Perspectives of Our Industry,Special Events,,Ann Arbor,MI,3,In person,Hong Kong,1375,,,182
,15,Emory University,Goizueta,Leading and Inspiring Change,LEADERSHIP,Yes,Atlanta,GA,2,In person,Campus,2495,,"SENIOR MANAGERS, LEADERS, , CHANGE AGENTS",344
,2,Northwestern University,Kellogg School of Management,Forming Family Enterprise Governance,Leadership / Governance,,Evanston,IL,,,,,,,18
,9,UC Berkeley,Hass,Professional Certificate in Machine Learning and Artificial Intelligence,Entrepreneurship and Innovation,Yes,Berkeley,CA,120,Online,Online,,7268,"IT , ENGINEERING PROFESSIONALS, DATA , BUSINESS ANALYSTS, RECENT SCIENCE, TECHNOLOGY, ENGINEERING, , MATHEMATICS (STEM) GRADUATES",222
,9,UC Berkeley,Hass,Data Science for Leaders,"Entrepreneurship and Innovation, Strategy and management",Yes,Berkeley,CA,3,In person,"Berkeley,CA",4900,,"SENIOR LEADERS, DATA SCIENCE LEADERS, , OTHER DECISION-MAKERS",216
,9,UC Berkeley,Hass,Berkeley Chief Digital Officer (CDO) Program,Leadership and Communication,Yes,Berkeley,CA,200,Hybrid,"Berkeley,CA",28000,,"SENIOR EXECUTIVES, LEADERS, , ASPIRANTS WHO ARE RESPONSIBLE FOR DRIVING DIGITAL STRATEGY",198
,13,Arizona State University,W.P. Carey,Innovation and Growth using the Theory of Constraints,Entrepreneurship and Innovation,No,Tempe,AZ,4,In person,"McCord Hall, Tempe campus",6000,,"SENIOR LEADERS, CHAMPIONS FOR CHANGE, , DECISION MAKERS SEEKING A GUIDED, PRACTICAL PROCESS FOR BUSINESS INNOVATION.",304
,10,UC Los Angeles,Anderson,Women's Leadership Institute,"Leadership, Management",No,Los Angeles,CA,30,Online,Online,5250,5250,"MID- TO SENIOR-LEVEL LEADERS, TYPICALLY WITH FIVE OR MORE YEARS OF EXPERIENCE MANAGING PEOPLE ,,OR PROJECTS IN A CORPORATE, PUBLIC-SECTOR, ENTREPRENEURIAL, OR NONPROFIT ENVIRONMENT",185
,12,Cornell University,SC Johnson,FINANCIAL SUCCESS FOR NONPROFITSCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,40,Online,Online,,2600,"CEOS , EXECUTIVE DIRECTORS, LEADERS, ADMINISTRATORS, , NEW BOARD MEMBERS, DECISION-MAKING PROGRAM STAFF",295
,14,Dartmouth College,Tuck,Growing an Established Diverse Business,DIVERSITY & INCLUSION,No,Hanover,NH,7,In person,Tuck School of Business,5700,,"MBES, WBES, DOBES, , OTHER UNDERREPRESENTED ENTREPRENEURS",327
,14,Dartmouth College,Tuck,Advanced Management Program,Management,No,Hanover,NH,12,In person,Tuck School of Business,29000,,"SENIOR EXECUTIVES IN ROLES THAT HAVE STRATEGIC IMPLICATIONS , WHO SEEK TO FOSTER AN ENTERPRISE-WIDE MINDSET, ACHIEVE GROWTH, , DEVELOP A VISIONARY APPROACH TO LEADERSHIP",325
,11,"University of North Carolina, Chapel Hill",Kenan-Flagler,Custom Programs,Custom,,Chapel Hill,NC,,,,,,,231
,12,Cornell University,SC Johnson,SERVANT LEADERSHIPCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,60,Online,Online,,3750,"INFORMAL OR FORMAL LEADERS, RELIGIOUS , FAITH-BASED LEADERS, HUMANITARIAN, NON-PROFIT, , NGO LEADERS",288
,9,UC Berkeley,Hass,Communications Excellence,Leadership and Communication,Yes,Berkeley,CA,2,In person,"Berkeley,CA",4000,,"SENIOR LEADERSHIP EXECUTIVES , HIGH-POTENTIAL PROFESSIONALS IN BUSINESS DEVELOPMENT, SALES, , MARKETING TEAMS, WEB DEVELOPERS,ENGINEERS,ENTREPRENEURS,PROFESSIONALS",202
,12,Cornell University,SC Johnson,BUSINESS STATISTICS Certificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,80,Online,Online,,3900,"NEW, EMERGING, , EXPERIENCED LEADERS, CONSULTANTS, ANALYSTS , RESEARCHERS, ENTREPRENEURS",270
,3,University of Chicago (Booth),Booth School of Business,Negotiations: Strategies and Processes for Impactful Outcomes,Leadership / Governance,Yes,Chicago,IL,2,In person,"Chicago, Hong Kong",3200,,"MIDDLE, UPPER MIDDLE, , SENIOR LEVEL MANAGERS",78
,9,UC Berkeley,Hass,"Future of Technology: Trends, Strategies, and Innovation Opportunities",Strategy and management,Yes,Berkeley,CA,40,Online,Online,,2600,"TECHNOLOGY LEADERS, SENIOR BUSINESS LEADERS, CONSULTANTS, ENTREPRENEURS, , BUSINESS PROFESSIONALS",227
,2,Northwestern University,Kellogg School of Management,Corporate Governance,Leadership / Governance,,Evanston,IL,,,,,,,12
,12,Cornell University,SC Johnson,DATA PRIVACY STRATEGY,Marketing,Yes,Ithaca,NY,40,Online,Online,,2500,"CMOS, CIOS, CTOS, WEB DEVELOPERS, MARKETING, BR, , PRODUCT MANAGERS,TECH LEADERS, DATA SCIENTIST, CONSULTANT",250
,2,Northwestern University,Kellogg School of Management,Merger Week,Finance / Accounting,,Evanston,IL,,,,,,,20
,10,UC Los Angeles,Anderson,Customized Solutions,Custom,,Los Angeles,CA,,,,,,,191
,15,Emory University,Goizueta,Goizueta Executive Women's Leadership Program,"LEADERSHIP, Innovation",Yes,Atlanta,GA,9,Hybrid,Campus,7200,,"WOMEN AT THE MID-TO-SENIOR LEVEL , ABOVE, WITH 7+ YEARS OF EXPERIENCE (10+ PREFERRED), WITH THE POTENTIAL , DESIRE TO EXP, THEIR REPUTATION AS A STRATEGIC LEADER, ELEVATE THE LEADERSHIP OF THEIR TEAMS, , BUILD INFLUENCE , IMPACT ACROSS THEIR ORGANIZATION , INDUSTRY.",340
,2,Northwestern University,Kellogg School of Management,Women's Director Development Program,Leadership / Governance,,Evanston,IL,,,,,,,22
,7,University of Michigan--Ann Arbor,Ross,Mastering Workplace Relationships: Strategies for Professional Impact,Interpersonal Dynamics,,Ann Arbor,MI,20,Online,Online,,2000,"LEADERS AT ALL LEVELS , FUNCTIONS, EMPLOYEES IN CUSTOMER-FACING, BOUNDARY-SPANNING, , CROSS-FUNCTIONAL ROLES",179
,14,Dartmouth College,Tuck,Supplier Diversity Professional Excellence Program,DIVERSITY & INCLUSION,No,Hanover,NH,3,In person,Tuck School of Business,12500,,"CORPORATE MEMBERS, , LARGE MBES CONTEMPLATING STARTING A DIVERSE BUSINESS PROGRAM OF THEIR OWN",329
,12,Cornell University,SC Johnson,EMPLOYMENT LAW FOR LEADERSCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,50,Online,Online,,3900,"BUSINESS, COMPLIANCE, , RISK MANAGEMENT PROFESSIONALS, CONTRACT ADMINISTRATORS",290
,12,Cornell University,SC Johnson,WEB DESIGN AND DEVELOPMENT,Marketing,Yes,Ithaca,NY,60,Online,Online,,3750,"ASPIRING WEB DEVELOPERS, WEB DESIGNERS, , UX DESIGNERS, BACKEND PROGRAMMERS WHO NEED FRONT-END SKILLS TO BECOME FULL-STACK DEVELOPERS, ENTREPRENEURS",252
,9,UC Berkeley,Hass,Advanced Executive Presence,Leadership and Communication,Yes,Berkeley,CA,3,In person,"Berkeley,CA",5540,,"SENIOR EXECUTIVES, DIRECTORS, VICE PRESIDENTS, C-SUITE EXECUTIVES, , SENIOR MANAGERS",197
,2,Northwestern University,Kellogg School of Management,Family Enterprise Boards,Leadership / Governance,,Evanston,IL,,,,,,,16
,14,Dartmouth College,Tuck,Building a Successful Diverse Business,DIVERSITY & INCLUSION,No,Hanover,NH,7,In person,Tuck School of Business,5700,,"MBES, WBES, DOBES, , OTHER UNDERREPRESENTED ENTREPRENEURS",326
,7,University of Michigan--Ann Arbor,Ross,Custom Programs,Custom,,Ann Arbor,MI,,,,,,,183
,9,UC Berkeley,Hass,Data Science: Bridging Principles and Practice,Strategy and management,Yes,Berkeley,CA,200,Online,Online,,2536,"DIRECTORS, CEOS, CTOS, CIOS, VICE PRESIDENTS, PRESIDENTS, FOUNDERS, , GENERAL MANAGER",226
,12,Cornell University,SC Johnson,DIGITAL PHOTOGRAPHY,Marketing,Yes,Ithaca,NY,80,Online,Online,,1599,"CURRENT , ASPIRING PROFESSIONAL PHOTOGRAPHERS. ARTISTS, MARKETERS INVOLVED IN SOCIAL MEDIA, CREATIVE, OR BR,",253
LARGE MBES CONTEMPLATING STARTING A DIVERSE BUSINESS PROGRAM OF THEIR OWN,14,Dartmouth College,Tuck,Supplier Diversity Professional Excellence Program,DIVERSITY & INCLUSION,No,Hanover,NH,3,In person,Tuck School of Business,12500,,"CORPORATE MEMBERS, , LARGE MBES CONTEMPLATING STARTING A DIVERSE BUSINESS PROGRAM OF THEIR OWN",329
GRAPHIC DESIGNERS,12,Cornell University,SC Johnson,USER EXPERIENCE DESIGN,Marketing,Yes,Ithaca,NY,100,Online,Online,,3750,"PRODUCT MANAGERS, WEB DESIGNERS, SOFTWARE DEVELOPERS,MARKETING, UI,UX,GRAPHIC DESIGNERS",251
HR PROFESSIONALS,7,University of Michigan--Ann Arbor,Ross,Advanced Human Resource Executive Program,HR leadership,,Ann Arbor,MI,12,In person,"Ann Arbor,MI",25800,,"EXECUTIVE DIRECTOR OF HR,C-LEVEL , SENIOR HR , TALENT EXECUTIVES",175
HR PROFESSIONALS,12,Cornell University,SC Johnson,HR ANALYTICSCertificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,40,Online,Online,,3900,"HR ASSOCIATES, MANAGERS , DIRECTORS, ANALYSTS, CHROS , VPS OF HR",274
HR PROFESSIONALS,7,University of Michigan--Ann Arbor,Ross,"Managing the Future Workforce: Acquiring, Developing, and Engaging the Evolving Workforce","Management, HR Leadership",,Ann Arbor,MI,25,Online,Online,,2500,"TEAM LEADER, HR DIRECTOR, HR BUSINESS PARTNER, OR OTHER TITLES WITH LEADER OR DIRECTOR",172
HR PROFESSIONALS,7,University of Michigan--Ann Arbor,Ross,"Managing the Future Workforce: Acquiring, Developing, and Engaging the Evolving Workforce","Management, HR Leadership",,Ann Arbor,MI,25,Online,Online,,2500,"TEAM LEADER, HR DIRECTOR, HR BUSINESS PARTNER, OR OTHER TITLES WITH LEADER OR DIRECTOR",172
HR PROFESSIONALS,10,UC Los Angeles,Anderson,Inclusive Leadership Program,"Leadership, Management",No,Los Angeles,CA,3,Online,Online,,,"SENIOR LEADERS, HR LEADERS, TEAM LEADERS",186
HR PROFESSIONALS,2,Northwestern University,Kellogg School of Management,Beyond Diversity,Leadership / Governance,,Chicago,IL,5,In person,"Downtown Chicago, IL",7950,,"C-SUITE EXECUTIVES, CHIEF DIVERSITY OFFICERS, HR OFFICERS, DEI LEADERS",26
HR PROFESSIONALS,12,Cornell University,SC Johnson,"DIVERSITY, EQUITY, AND INCLUSION FOR HRCertificate","ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,60,Online,Online,,3900,HR PROFESSIONALS,285
HR PROFESSIONALS,12,Cornell University,SC Johnson,"DIVERSITY, EQUITY, AND INCLUSION: BUILDING A DIVERSE WORKFORCECertificate","ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,40,Online,Online,,3900,"HR PROFESSIONALS, RECRUITERS",286
HR PROFESSIONALS,12,Cornell University,SC Johnson,CORPORATE COMMUNICATION,Marketing,Yes,Ithaca,NY,40,Online,Online,,3750,"COMMUNICATION MANAGERS, PR PRO,EXECUTIVES, ENTREPRENEUS, MID LEVEL MANAGERS, HR",242
HR PROFESSIONALS,12,Cornell University,SC Johnson,LABOR RELATIONSCertificate,"ENVIRONMENTAL, SOCIAL, GOVERNANCE",Yes,Ithaca,NY,60,Online,Online,,3900,"UNION STAFF, STEWARDS , OFFICIALS, HR , OPERATIONS MANAGERS, ATTORNEYS , GENERAL COUNSEL",291
HR PROFESSIONALS,7,University of Michigan--Ann Arbor,Ross,Advanced Human Resource Executive Program,HR leadership,,Ann Arbor,MI,12,In person,"Ann Arbor,MI",25800,,"EXECUTIVE DIRECTOR OF HR,C-LEVEL , SENIOR HR , TALENT EXECUTIVES",175
HR PROFESSIONALS,12,Cornell University,SC Johnson,HR ANALYTICSCertificate,DATA SCIENCE & ANALYTICS,Yes,Ithaca,NY,40,Online,Online,,3900,"HR ASSOCIATES, MANAGERS , DIRECTORS, ANALYSTS, CHROS , VPS OF HR",274
HIGH-POTENTIAL PROFESSIONALS IN BUSINESS DEVELOPMENT,9,UC Berkeley,Hass,Communications Excellence,Leadership and Communication,Yes,Berkeley,CA,2,In person,"Berkeley,CA",4000,,"SENIOR LEADERSHIP EXECUTIVES , HIGH-POTENTIAL PROFESSIONALS IN BUSINESS DEVELOPMENT, SALES, , MARKETING TEAMS, WEB DEVELOPERS,ENGINEERS,ENTREPRENEURS,PROFESSIONALS",202
